gene1	gene2
amx	Arc-p34
Src64B	CG8149
mri	sbb
Patj	Atpalpha
caup	rux
Idgf5	Mer
MED4	cin
gbb	rdo
l(3)mbt	CtBP
l(2)efl	MED11
Nrt	qm
Akt1	noc
CG12301	Tm1
CG14995	Syx1A
CG9509	jing
dome	d4
lic	cin
xmas-2	pio
CG17739	p53
MED24	Lar
Akt1	Aph-4
ey	Ddx1
how	gl
pnut	Mkp3
CG10641	ecd
Arc42	lva
rux	RhoGAP68F
brm	CG2681
trc	Idgf5
Idgf4	ttk
ssh	Eip63F-1
Abd-B	tll
Pvr	CG16719
ea	ast
pcm	Jra
msi	emc
alpha-Spec	stumps
E2f	e
foxo	FKBP59
Vhl	Mmp2
spin	t
numb	sina
l(3)mbt	pn
bowl	sdt
noc	sax
Abd-B	fs(2)ltoPP43
Pop2	Hem
mri	CG9520
N	Cka
Eip74EF	wal
abd-A	sty
MED11	Galpha73B
up	CycA
Tab2	Atg5
Lim1	boss
mth	CG17221
Dl	CycE
lmd	dah
ird5	ics
kuk	Su(var)2-10
Nrx-IV	fru
asf1	alien
Rca1	fs(1)K10
wrapper	Tina-1
vap	Idgf5
lmd	lic
bun	Scgdelta
CG33205	Sulf1
Idgf4	tou
Ald	18w
esg	Arc42
Dscam	rux
hdc	SelD
pbl	esc
Rbp9	CG12896
fred	wus
Ddx1	par-6
FKBP59	opa
dsx	Idgf1
Spred	Spred
caps	ast
exu	brm
pcm	tub
gro	lva
Cp1	ofs
bon	ine
dsx	Mtl
Myo61F	rhea
CG32082	eIF-4a
Oseg1	mth
Abd-B	MED11
sec13	sn
neur	car
G-salpha60A	sle
drk	flw
Abd-B	l(3)mbt
Nrt	CG14995
rdo	CycE
CG32082	mfas
tra2	puc
da	xl6
CG2681	qua
ct	par-6
xmas-2	capu
twi	Pvr
dj	toy
CG9509	Mtl
glu	rdo
tll	CG16719
pros	Optix
spen	dco
bt	Sb
Eip63E	wal
knrl	Jafrac2
Dap160	prd
fs(1)K10	sll
rad50	Nf1
pot	fs(1)K10
dsx	Pop2
CG6416	hkb
Idgf1	Myo31DF
alien	up
Gtp-bp	Pak
msn	dj
qm	svr
Idgf2	hdc
wal	Set2
kkv	dos
msk	pn
eff	Krn
mbt	CG2678
trc	Sin3A
emc	Idgf4
CG34417	Su(H)
Dys	Mmp1
wg	tup
Hem	btl
B4	ash2
bigmax	dup
Oseg1	Atx2
dnc	chic
Dhc64C	inv
neur	l(3)mbt
Khc	qm
Wnt5	Dcp-1
CG17470	tamo
Glycogenin	Ddx1
ytr	Alk
Src42A	Aph-4
Ark	CG8247
Hs6st	pros
raw	kay
CG32082	tin
ry	dsd
Tak1	Ephrin
tum	cnk
Btk29A	trn
elav	wupA
Hph	ash2
cact	svr
flw	Arc42
l(2)efl	sktl
Aph-4	zfh1
E(z)	Stat92E
CG2678	LCBP1
bnb	wg
amx	ppan
acj6	Nrt
Ddx1	neur
gro	fog
W	bap
fred	PhKgamma
pn	rdo
CG8149	Traf6
caps	sle
Ggamma1	bnl
emb	zfh1
Pop2	E2f
Abd-B	Lcp65Ag1
Bap60	ix
kis	prod
bap	SelG
loco	dj
dah	spn-A
Dat	dl
Mmp1	cathD
Mitf	Apc
Khc	bowl
CG9445	eff
Fmr1	cathD
MYPT-75D	sls
snf	hkb
Sb	Gtp-bp
ey	up
chrw	ct
meso18E	CG9509
alph	emp
snf	Pvf1
emp	peb
CkIIalpha	dib
siz	Mef2
Dcp-1	slam
Dhc64C	Optix
Iswi	dpld
eIF-4E	S6kII
numb	v
Eip71CD	Idgf1
chn	brk
sgg	Pde8
CycA	Borr
da	rdo
chp	tsh
Atpalpha	par-1
dome	Apc
lilli	CG1942
CG1942	BicD
stil	CG9769
Tm1	d4
MED4	Rho1
cactin	wee
tub	sar1
Dat	fs(2)ltoPP43
Iswi	mfas
Eip63E	emb
Lcp65Ag1	sll
Sh	toe
pbl	tum
ttk	l(2)efl
Snap	Eip71CD
Chc	zfh1
Aph-4	Cka
apt	Src64B
Sin3A	stumps
Cp1	Sxl
eIF-4E	ex
dsd	Mhc
Nrt	loco
Hr78	Rho1
chp	Rho1
sno	Dl
Cks30A	wrapper
CG12301	sns
l(2)gl	tou
wupA	stil
svr	Pink1
chp	morgue
CadN	Pka-C3
run	mib1
dlg1	enok
tum	wee
Hs2st	Uba1
car	Abd-B
cin	Caf1
RhoL	drm
Tak1	poe
prd	trc
dock	Pk92B
Wnt5	W
Uba1	l(1)G0289
Rab7	tow
kis	Dl
N	kay
wg	d
l(2)gd1	ine
tra	ry
Dif	sll
ix	cbt
Ca-alpha1D	chif
Rheb	stil
Jafrac2	tutl
emb	CG4500
inaC	inaC
car	tld
sas	Snap
Atpalpha	FKBP59
jumu	esc
CG13850	ast
Chc	Nf1
E(bx)	ry
Idgf2	Vhl
cic	Cip4
G-salpha60A	Tab2
Snap	trc
spn-A	jumu
pcm	NetB
Akt1	Rack1
Dcp-1	ix
Mer	Sur
par-6	ine
bt	pcm
Mhc	jumu
rib	18w
car	MYPT-75D
Akap200	qkr58E-3
Atpalpha	RhoGAPp190
Pop2	msi
t	by
v	CG3987
how	msi
Psn	betaTub56D
Msp-300	140up
CG17221	dup
Cka	l(2)gd1
Mer	brat
Cyt-c-d	alph
Arc-p34	pcm
trio	Pak
Pgant35A	Hmgs
Eip71CD	alpha-Spec
Stat92E	up
Pvr	Wnt5
blow	sno
Rack1	Aph-4
cos	tok
eya	spir
Aph-4	CG12896
osa	alph
Arc42	scrib
pn	Lis-1
par-1	Sur
CG8247	Mhc
apt	run
thr	asf1
Idgf5	Hs6st
Sxl	fd59A
Mmp2	disco
Sur	kuk
Ddx1	ena
Eip71CD	Alk
LanA	Sobp
tamo	exu
ine	Mer
eIF-4a	dj
amx	Wnt5
cbt	CG34417
BicD	Dp
CG16719	hpo
jing	Ephrin
caup	FKBP59
CG1244	EcR
noc	Sh
Eip71CD	cnk
sax	brm
cbx	Dlic2
kuk	mfas
dco	cbx
Hmgs	ash1
Scgdelta	inv
Sobp	LanA
Mer	Mhc
chif	Idgf2
CG9104	dah
frc	Hmgs
MED4	Ephrin
qm	qkr58E-3
Idgf5	vap
rdo	Ef1gamma
l(3)mbt	dom
chrw	l(2)efl
Lac	hkl
Ald	Scgdelta
CycB	dpld
srp	run
cin	sax
knrl	Dlic2
wupA	phyl
tow	sbb
dmt	E2f2
CG9445	Mlc1
FKBP59	Eip71CD
CycE	bon
Trl	cg
sli	ine
CG4500	Rack1
Ephrin	sno
pot	pbl
pot	Su(var)2-10
tamo	chinmo
Rca1	BicD
betaTub56D	Stat92E
bon	spn-A
CkIIalpha	rdo
twi	dsf
nmo	Tm1
esc	da
Bap60	CG9509
Idgf4	esc
zfh2	pnr
wg	ImpE3
dl	ytr
CG13850	sdt
spen	baz
bigmax	p53
jar	zfh1
sll	Dad
Sry-delta	sgg
Ice	cp309
Nrx-IV	CG3075
mus304	wls
run	Dhc64C
Hem	Gtp-bp
Mer	spn-A
cin	Tak1
gl	Set2
Idgf5	Khc
E2f	Pde8
G-oalpha47A	Ank2
Cyt-c-d	cin
Traf6	E2f
Dif	CG1244
Su(var)2-10	dl
Eip74EF	Optix
MED24	sprt
Sin3A	Sulf1
tld	asf1
CG6416	Sry-delta
oaf	klar
Dhc64C	CG9445
dec-1	Oseg1
spen	ksr
trc	grp
Hem	Vhl
baz	Cct1
Mmp1	glec
E2f	vlc
Ank2	sec13
mmy	CG12301
capu	sced
Syb	Sobp
CG9104	Dok
brat	Glycogenin
18w	trn
kkv	CG17739
Mkp3	Wnt5
asf1	sll
Cp1	caps
mbt	Apc2
CG3075	zfh1
wls	par-6
lmd	ppan
dpp	mib1
cathD	Appl
klar	CG13850
crol	prd
stg	Jra
Dl	thr
ey	Sb
bun	Pde8
ecd	fred
tll	Pvr
caup	qkr58E-3
Cyp1	Gtp-bp
Apc	sle
flw	hdc
eg	140up
form3	msn
tsh	Jafrac2
CG3075	dnc
eff	Sb
cas	Dhc64C
Tl	sls
Ephrin	MED4
Myo61F	dos
140up	Msp-300
d	Nrx-IV
sll	acj6
Ca-alpha1D	Glycogenin
elav	scyl
spir	sgg
spin	sas
Src64B	SelD
Sema-2a	spen
bnl	Mkp3
par-6	kuz
Nf1	Syb
Lar	Nrx-IV
puc	Pk92B
Atg5	N
ecd	par-1
Lis-1	Cks30A
bcd	G-oalpha47A
Dl	Borr
fs(1)K10	Idgf2
wrapper	eg
cta	PebIII
rux	NetB
sas	cas
tra	kis
Mbs	ird5
msi	S6kII
CG3987	v
Pop2	l(2)gl
eIF-4E	par-1
Dif	fs(1)K10
shot	Pk61C
G-salpha60A	fal
l(2)efl	mib1
MED4	sw
Mitf	odd
fs(2)ltoPP43	Su(var)2-10
esg	ash2
raw	Sin3A
Mbs	sbb
bigmax	jing
pav	Pvr
cta	Lis-1
Idgf5	Dok
RpL30	Crk
up	E2f
chinmo	ics
cathD	Pen
shn	e
Ef1gamma	scrib
shrb	l(2)gl
sdt	ytr
Idgf5	Rheb
tkv	Cks30A
noc	Akt1
blow	Alk
osa	eff
CkIIalpha	gbb
gkt	CG3987
qm	Mhc
Mbs	puc
Vhl	spir
svr	Src42A
lin	CG12301
wls	bhr
Arc42	Appl
Antp	nej
Cyt-c-d	mbt
da	dmt
Mmp2	nmo
RhoGAPp190	Rab7
th	G-ialpha65A
cin	spn-A
sprt	elav
tld	sll
stg	tra
chinmo	tamo
Fmr1	Sulf1
Yp1	cort
CG12896	Ice
phyl	elav
Aph-4	Mer
Ef1gamma	abd-A
Tak1	l(2)gd1
spir	lilli
MED4	gro
pros	trn
ine	CycA
lilli	dj
esc	asf1
twf	nej
Dscam	Cp1
glec	scrib
Syb	shn
hyd	lva
Snap	CG3075
ash1	chp
chic	ics
t	disco
fs(1)K10	Dp
dco	Fas3
sty	MYPT-75D
tra2	sbb
pio	twi
Mkp3	dally
Pcaf	dom
CG1942	Wnt5
cos	emp
Su(H)	emp
osa	emp
lola	CG2678
alien	rdo
CycA	rdo
CG8149	lin
sec13	lin
Traf6	lin
Rab7	cathD
RhoGAPp190	cathD
scrib	cathD
cin	cathD
Orct	cathD
peb	cathD
14-3-3zeta	cathD
msk	d
osa	pbl
Hr46	pbl
wls	CG33205
par-6	CG33205
rdo	da
hpo	da
trc	ry
scyl	boss
CG34450	cnc
CG17470	cnc
spir	Atg5
ey	Atg5
Pak	Atg5
CG1942	Atg5
Dcp-1	Atg5
drk	Atg5
NetB	Atg5
Sulf1	inv
chic	shot
Nf1	shot
Uba1	Oseg1
Hs2st	Oseg1
Cks30A	Oseg1
Tm1	Spred
Fas3	Pk61C
sina	Pcaf
Ddx1	Pcaf
xl6	Pcaf
CtBP	Pcaf
kuk	Pcaf
fs(2)ltoPP43	Pcaf
dpld	Pcaf
dom	Pcaf
l(3)mbt	Pcaf
bon	Ef1gamma
sw	Ef1gamma
Rho1	Ef1gamma
stil	FKBP59
Es2	Eip71CD
cp309	Eip71CD
Uba1	Eip71CD
MED24	xmas-2
frc	xmas-2
capu	xmas-2
Su(var)2-10	Iswi
CycB	Iswi
l(2)efl	Iswi
Pcaf	Iswi
fs(2)ltoPP43	Iswi
Rpd3	Iswi
dpld	Iswi
l(3)mbt	Iswi
hpo	ine
CycA	ine
E(z)	ine
dmt	ine
MED24	Tina-1
pio	Tina-1
spn-A	bon
Ef1gamma	bon
Mer	bon
glu	bon
esc	bon
alien	bon
CG8149	Mtl
Traf6	Mtl
BicD	spin
foxo	spin
rux	spin
Optix	spin
fal	spin
sprt	spin
ena	ssh
flfl	fs(1)K10
CG12301	fs(1)K10
drm	fs(1)K10
Pak	bun
dec-1	Fmr1
flw	caup
sar1	l(2)37Cc
B4	Sobp
CG12896	bnb
sina	numb
qua	peb
cic	Mkp3
alpha-Spec	Aph-4
wee	Eip63F-1
ex	spir
Sur	Hph
sle	tamo
Src42A	apt
CycB	xl6
jar	RhoGAP68F
Sobp	E2f2
tamo	sle
tum	alph
Dys	sbb
yrt	dock
PebIII	Pvr
sar1	ex
enok	emb
Lcp65Ag1	kis
CG17221	mth
Hr46	rhea
bon	Iswi
exu	Dlic2
hyd	Gtp-bp
inaC	ics
CG34417	CG16719
Crk	gbb
esc	Stat92E
ast	Moe
CG6416	ssh
sdt	CG13850
sno	Hem
esg	kay
apt	sno
xmas-2	dlg1
Chi	tral
CG17221	CG2681
dsd	Nrx-IV
CtBP	xl6
CG17221	CG6372
tkv	Optix
meso18E	brat
Hs2st	Psn
Dys	lilli
jumu	CycA
fred	Rheb
up	Mlc1
cort	CG2678
sdt	hyd
cos	CG16719
RhoGAP68F	ena
CG34417	hpo
CG12301	lin
dpp	zfh1
Sema-2a	ninaE
Spred	Tm1
meso18E	CG6416
run	pros
siz	ex
ast	noc
Pkn	Abi
jar	run
nej	Es2
Sb	mth
CG6372	tral
Chc	Pka-C3
CG34379	pnr
mbo	Not1
tow	CG6416
cnk	wee
Chc	dsx
tou	shrb
mus304	CG34417
flfl	drm
spen	Moe
Cyt-c-d	Moe
fs(2)ltoPP43	CtBP
sar1	tral
ics	ash1
Hr46	mbo
scrib	beta4GalNAcTA
Dredd	p53
Ice	amx
stg	fs(1)K10
shrb	Dad
bs	Fas3
Eip63F-1	sls
CycB	gbb
aft	Chi
ftz-f1	raw
Akap200	Jafrac2
cas	Cct1
lic	rdo
CG14995	sw
dock	msn
ct	drm
l(3)mbt	gbb
Psn	l(2)37Cc
CadN	Mkp3
Idgf2	Abl
stg	Lcp65Ag1
CSN4	sar1
CG33205	Rab7
Lim1	up
esc	tok
kkv	ash2
Pkn	sli
pot	dome
B4	Sur
run	sli
caup	klar
ey	mus304
tamo	Mmp1
chinmo	Pde8
RpL30	phyl
lilli	hdc
rib	t
beta4GalNAcTA	sty
Dif	Arc-p34
cic	boss
CG9104	Pen
Aph-4	bowl
CycE	Dp
t	Src64B
chico	tamo
chp	Syb
zfh1	l(2)efl
NetB	CSN4
sdt	SelD
rdo	cin
pros	Abl
Su(H)	Cyt-c-d
Nf1	fru
Chc	ken
pnut	sktl
svr	spen
chp	Myo31DF
CycE	da
klar	CG8216
ea	Pgant35A
lva	Pvr
ksr	sls
up	ey
cp309	poe
wupA	Atg6
Dif	sty
ey	Khc
Rab5	sbb
tll	Jra
CtBP	CycB
CG16719	neur
RpL30	ea
Idgf2	scrib
spen	ben
shg	CG33205
CG12301	CG1244
scra	exu
pio	cbt
Dredd	Spred
prod	dl
CG6416	CG9509
Nf1	dpn
sw	Galpha73B
CG18369	dos
Cks30A	oaf
Nrt	Idgf5
dib	Alk
CG8216	CG9445
Idgf5	Jra
Hmgs	Dok
Trl	dlg1
LanA	pot
trio	d
Jra	tra
Dredd	wrapper
Glycogenin	grp
rhea	wrapper
stil	CG32486
Mitf	CdsA
Jafrac2	kkv
dpn	Dap160
CdsA	ash1
rux	ftz-f1
morgue	Rho1
car	dpld
inv	scyl
dl	Borr
shrb	Sb
t	Aph-4
cnc	drk
her	Idgf5
l(2)gd1	Idgf5
enok	Eip63E
hkl	beta4GalNAcTA
cta	Sry-delta
ex	sar1
ena	Ddx1
chrw	CG10641
CG6416	Aph-4
CycA	Eip63F-1
Myo61F	Dat
Hs2st	G-salpha60A
btl	siz
Borr	CG16719
CG2681	sn
mam	tral
tld	Dad
qm	RhoGAPp190
mri	CG9104
elav	Nrx-IV
Ca-alpha1D	Apc
cbt	d4
CadN	rg
mth	Hs2st
alien	thr
crol	CG17221
osa	tok
kuz	PebIII
shrb	btl
fax	NAT1
dpn	Mtl
Dhc64C	cbt
mbl	mri
ninaE	Eip63E
Su(var)2-10	sina
cin	CG34379
par-1	Atpalpha
btl	esg
rhea	Trl
ap	crc
msn	Src64B
bnl	disco
pdm2	l(2)37Cc
bhr	Myo31DF
srp	t
bnl	aft
Su(z)12	Bap60
MED24	flw
tll	sqd
btl	Dlic2
bap	ftz-f1
Khc	svr
tra	par-1
chif	sle
14-3-3zeta	chinmo
tutl	l(3)mbt
fl(2)d	E2f
zfh2	shrb
Mkp3	Eip74EF
Pak	Alk
Hem	dsf
mmy	cbt
Eip71CD	msk
disco	FKBP59
Lim1	Atg5
Ggamma1	ea
tral	ImpE3
l(2)gd1	PebIII
pros	jar
crc	Mmp1
sle	capu
Ice	Idgf2
tkv	dnc
Rho1	cbx
Lcp65Ag1	meso18E
sprt	Hmgs
CG13850	l(2)37Cc
tra	Nrx-IV
Abd-B	CtBP
CycB	Yp1
Dys	toe
tok	lic
tin	CycB
Jafrac2	Eip63E
Dl	Dhc64C
cbt	Pvr
Sh	CG3829
Tab2	CG13850
Atpalpha	ninaE
CG32486	t
Cp1	dsf
CG34417	Es2
pnt	Aph-4
RpL30	Dap160
her	ix
CG32486	CG9520
ttk	trc
dj	Syx1A
CG32082	l(2)gl
Dat	peb
klar	opa
asf1	glu
Nrx-IV	brk
qkr58E-3	wg
Sur	hyd
ex	toy
Src42A	svr
CG17739	Ddx1
chif	form3
l(1)G0289	PhKgamma
CSN4	CG4945
Prm	CG33205
Alh	kuz
PebIII	blow
trn	Khc
cher	kay
Alk	rdo
Lis-1	tld
cas	run
Su(z)12	Idgf5
Prm	par-6
sqd	sec23
Myo31DF	Idgf1
CG9445	Dhc64C
mfas	l(3)mbt
rib	jar
CG9520	CG32486
aft	Spred
CG32486	aft
Scgdelta	sina
Orct	RhoL
Abd-B	hdc
da	Ef1gamma
Axn	stg
Pop2	pn
CG9509	Stat92E
esg	knrl
ct	chrw
gl	Krn
bowl	ex
CG1244	CG12301
fd59A	CG10641
gro	gl
Mef2	disco
sls	cin
chp	Idgf1
ine	l(2)gd1
CG4500	tra2
Tm1	MYPT-75D
kis	yrt
dah	sqd
spin	dj
Nf1	slam
rdx	LCBP1
Dhc64C	Galpha73B
flw	d
raw	CG1942
CdsA	Cip4
tin	CG32082
eff	osa
p53	zfh2
cic	scyl
Dif	Taf4
CG1244	Rca1
Crk	CG4945
CG34379	cin
hyd	kay
Pgant35A	bon
svr	Abi
fog	gro
rdo	ine
Jafrac2	Dredd
wal	Fas3
eIF-4a	Dok
tin	Pcaf
abd-A	disco
fd59A	sec13
lic	p53
EcR	CG14995
Eip63F-1	rdo
bcd	dei
betaTub56D	Lim1
hyd	vap
Atg5	Tab2
fs(2)ltoPP43	MED11
Pen	bigmax
cp309	Antp
mbt	sno
Syb	tral
Alk	CG9509
bib	Sh
PhKgamma	Alk
Atpalpha	Gtp-bp
CG12896	Nrt
jumu	Stat92E
brat	prod
Cyp1	Nrt
Mmp1	v
rdo	fs(1)M3
bon	glu
CG8247	Ice
Lac	Iswi
Galpha73B	Hs2st
dsx	emc
Rack1	CadN
mbt	sli
tkv	pnt
Myo31DF	raw
sina	lmd
Cip4	sec13
ena	wls
ftz-f1	rux
CdsA	sbb
LanB2	Nf1
tok	CG16719
Fas3	crol
CG8216	Rbp9
eve	CG16719
stil	sgl
mth	PhKgamma
Apc2	emc
ppan	Sema-2a
Galpha73B	Ef1gamma
Syb	Mtl
phyl	Eip74EF
Wnt5	cnc
Hs2st	sle
CG12301	stil
caps	Uba1
Snap	Rheb
CG2681	CG17221
dei	blow
aft	CG12301
ast	chico
thr	Borr
tld	pav
mam	18w
rad50	sls
cher	chif
Trl	Pi3K92E
Eip63F-1	Myo61F
wee	cnk
toy	Crk
spir	Aph-4
Pop2	gro
caup	Nf1
pelo	Sobp
dei	Sur
G-salpha60A	Chi
sno	jumu
Ef1gamma	tral
Dat	CycB
tsh	Appl
fru	dib
Iswi	MED11
yrt	puc
Su(H)	Hmgs
sll	Ank2
jumu	asf1
14-3-3zeta	ALiX
Crk	bap
l(1)G0289	Fmr1
car	neur
stil	emp
l(2)37Cc	CG2678
Rpd3	kuk
chif	cic
BicD	Borr
run	bnb
svr	dup
caup	bcd
d4	Dat
chico	Atx2
RhoGAP68F	fal
exu	stumps
fd59A	Ank2
shn	Syb
ea	chp
Akap200	abd-A
Pcaf	CG16719
Ice	PhKgamma
Pk61C	par-1
drm	pcm
pcm	flfl
dos	dei
tup	boss
jing	Moe
tll	tll
cnc	eIF-4a
Atpalpha	ecd
CG6416	caup
Mmp1	fw
Wnt5	nej
disco	t
Rho1	Galpha73B
CdsA	CadN
qm	Khc
pav	LanA
tamo	CG34379
Pvr	prod
Cp1	Sulf1
l(3)mbt	car
Optix	eg
pcm	Arc-p34
amx	Taf4
spin	Alk
ea	Apc2
Pvr	ix
vlc	Sry-delta
brat	Sry-delta
e	tud
Orct	tra2
lmd	disco
shn	tou
Abd-B	mmy
Hr78	morgue
wal	Eip63E
l(1)G0289	dj
eff	dlg1
Idgf4	trio
Pop2	eg
glu	hpo
boss	fog
dos	CG18369
pnt	Trl
dally	sgl
brat	Mer
Bap60	CG6416
Psn	numb
mib1	wrapper
Myo61F	Taf4
Dhc64C	dib
Dif	inv
lva	CG3987
Dif	numb
prod	tra
Myo61F	ry
CG9520	sas
spn-A	CG16719
cnk	tum
ftz-f1	bap
Dl	tok
tld	dpld
dsd	Nrt
CG8216	cher
scra	wal
fax	Hs6st
sdt	Pvf1
Arc-p34	LanA
sty	beta4GalNAcTA
Cks30A	Dys
Pop2	Mmp1
CG34450	CadN
d	msk
CG16719	slam
sls	rad50
dpp	emb
sav	Arc42
dec-1	Cp1
oaf	Syx1A
her	E(bx)
betaTub56D	Mhc
Ice	Krn
Mmp2	rg
oaf	ALiX
dome	bs
CG6416	eya
amx	sas
beta4GalNAcTA	nmo
xmas-2	xl6
twi	dlg1
Myo31DF	qua
ninaE	ninaE
emp	nmo
fs(2)ltoPP43	Ddx1
elav	crc
l(2)gd1	Ptpmeg
Snap	kay
Abl	blow
Pgant35A	gro
sar1	B4
Pi3K92E	amx
shn	Nrx-IV
xl6	Abd-B
grp	shn
Myo61F	Patj
p53	Sur
ird5	CG8247
gkt	LCBP1
CycE	sno
dec-1	Syx1A
peb	Atg5
mri	Dys
CG9445	Not1
Sulf1	Ald
Arc42	Vps28
CG9104	Mtl
ics	par-6
Glycogenin	Psn
rdo	l(3)mbt
frc	lilli
lva	dsx
pnr	zfh2
tral	mam
cathD	Oseg1
Taf4	CG1244
Mhc	ALiX
lilli	fred
pbl	cos
poe	phyl
sbb	CG10641
CSN4	Pak
Arc42	th
ksr	mam
Pde8	cg
nmo	beta4GalNAcTA
bowl	Aph-4
CG16719	Pvr
CG1244	Dp
Mmp2	tow
Ice	Dif
Trl	pnt
ird5	Syx1A
Myo31DF	Sh
Abd-B	dom
Antp	klar
fs(1)M3	cort
eg	cg
RhoL	meso18E
robo	dnc
CSN4	shot
Rack1	Cks30A
run	disco
brat	vlc
bhr	Orct
twf	ine
Pak	Dlic2
lwr	Myo31DF
Vhl	eg
Fas3	knrl
pnr	qm
ics	ird5
Chc	Pkn
Myo61F	ssh
qkr58E-3	msi
boss	zfh2
dup	Cp1
Galpha73B	chico
Prm	wls
CG1942	Sb
Dat	ena
e	dally
cort	gbb
meso18E	cta
G-oalpha47A	wrapper
glec	LIMK1
sls	ksr
tub	cathD
Galpha73B	Ephrin
dsf	spin
Dok	eIF-4a
Tak1	Apc2
CG9104	CG34417
tra	yrt
Sin3A	Wnt5
jumu	Mlc1
wg	bnb
Ald	Sb
sina	toy
Ef1gamma	Borr
how	Mkp3
tow	Tak1
CG17739	sec23
msk	dco
Eip74EF	Mkp3
ird5	sle
gbb	msk
Pi3K92E	hyx
Abd-B	lilli
Cyt-c-d	pbl
bs	par-1
eve	CG17221
sqd	dome
Mtl	CG18369
noc	Abi
t	jagn
siz	run
Hmgs	toe
poe	Ggamma1
e	poe
dsd	Arc42
CG9509	prod
Myo31DF	Mbs
stil	Sry-delta
E2f2	Alk
CycA	tok
SelD	Alk
svr	Cks30A
Pde8	ash1
tll	bhr
CG2681	brm
Gtp-bp	Hem
Ank2	eya
Crk	Crk
Rheb	dl
sns	Ef1gamma
Aph-4	drk
l(1)G0289	mth
tin	l(3)mbt
yrt	sktl
tral	tud
Nf1	dnc
CG16719	spn-A
CycE	jumu
Pcaf	xl6
cin	Cyt-c-d
Not1	sec23
alien	Dl
fred	ecd
Hem	bnb
Ald	shg
Alh	Taf4
nej	prod
chic	dnc
mbt	bap
rux	ics
form3	CG2681
morgue	Psn
puc	wus
Vhl	e
Sin3A	gkt
ix	ix
spn-A	sec23
Khc	dsd
Mlc1	CG3987
shn	drk
Idgf4	ine
eya	pnut
Ank2	G-oalpha47A
beta4GalNAcTA	Cp1
cact	Antp
CtBP	Su(var)2-10
dib	fru
car	fs(2)ltoPP43
140up	scyl
cnk	ash1
mbt	Pkn
RhoGAP68F	spin
Mitf	FKBP59
vlc	bt
Msp-300	Ald
Pi3K92E	sax
CG34450	CG17470
dsf	Hem
thr	foxo
Rab5	twi
