gene1	gene2
l(2)gd1	form3
MED4	sw
up	dmt
ea	SelG
PebIII	hkb
rux	ftz-f1
l(2)efl	Su(var)2-10
Caf1	ine
CG1942	dally
lva	ap
ics	lilli
rad50	Cyt-c-d
ine	Optix
cta	Axn
E2f2	Alk
dsd	Khc
fal	fred
Cyp1	prd
ecd	eg
sax	mth
Pka-C3	CadN
ash1	Dok
Mkp3	stumps
rg	Snap
brat	Sry-delta
brk	Cct1
dei	blow
wupA	phyl
cin	l(2)gd1
ap	mth
Apc	baz
puc	ALiX
brk	Pgant35A
tou	Crk
Moe	CG13850
rhea	Eip63F-1
xmas-2	MED24
ttk	Sin3A
RpL30	Sin3A
E(z)	dpld
dei	lola
capu	xmas-2
emb	pnt
Jra	bib
tamo	Uba1
Dp	Su(var)2-10
wee	ine
dnc	Galpha73B
cnk	Eip71CD
Khc	mbt
numb	xl6
Sur	Es2
dei	Pop2
ine	sina
CG9445	Pde8
tou	Mkp3
Eip63F-1	Optix
Eip63F-1	Sur
chinmo	sle
CG34417	prod
run	ppan
dl	sina
mam	Rack1
W	NetB
Lar	dco
Axn	Jra
Dhc64C	pot
ex	Krn
Hem	shrb
Apc	140up
eya	CG6416
RhoGAP68F	spin
Pcaf	l(3)mbt
Mmp1	Pop2
Stat92E	jumu
cin	thr
fru	Optix
shot	slam
yrt	v
ecd	exu
sav	emp
Taf4	ct
dmt	hpo
knrl	flw
Chi	snf
Cks30A	Dif
bigmax	dj
bs	Pde8
cbt	Tm1
Mlc1	Mhc
Vps28	ofs
crc	G-ialpha65A
sno	Dhc64C
bigmax	ap
crol	chico
Ald	emb
Su(z)12	nmo
Hr78	sav
brat	dpn
sli	ine
Dcp-1	neur
Moe	inv
phyl	RpL30
Lcp65Ag1	kis
Dp	Src64B
cg	Sur
Nrx-IV	Atpalpha
svr	Akt1
Mhc	CG33205
pyd	srp
Akt1	Aph-4
Atg5	Snap
E2f	fl(2)d
SelG	NetB
bhr	flfl
kkv	Rack1
Eip71CD	blow
th	disco
d	CG34379
SelD	BicD
Idgf5	Bap60
l(1)G0289	dup
PhKgamma	Tak1
G-oalpha47A	Rack1
e	B4
glec	fru
dsx	CG3075
bt	vap
tok	betaTub56D
Pink1	nej
CG3829	cathD
Mitf	cbx
sec23	dpld
pio	CG8216
cactin	osa
Cp1	dec-1
Axn	dpn
Arc-p34	Alk
cher	blow
dnc	CG12896
mask	mbt
Pvr	mbo
caps	shn
Rca1	CG1244
Mef2	LanB1
stil	CG32486
Nrt	Hs6st
Appl	N
eg	dei
Eip74EF	Axn
cactin	Tm1
Mkp3	dally
noc	opa
bap	dlg1
Mhc	dos
alpha-Spec	ftz-f1
pn	Lis-1
lola	pdm2
tkv	Aph-4
cin	Eip63F-1
Pvr	nmo
fw	phyl
Su(var)2-10	tin
Glycogenin	Ca-alpha1D
mri	CG1942
Stat92E	betaTub56D
Cka	Nrt
Oseg1	Ark
dpn	qua
shn	PhKgamma
asf1	Arc-p34
cbt	pio
ea	tamo
glu	numb
foxo	toe
eIF-4E	uzip
snf	CG9509
up	ey
CG3987	Lcp65Ag1
Tl	sgl
Lis-1	pelo
lva	Arc42
ex	Wnt5
Cip4	Eip71CD
dj	18w
Rho1	Myo61F
Pde8	G-oalpha47A
bs	eg
CG33205	l(2)gd1
qm	RhoGAPp190
cos	CG18369
eff	pbl
sas	baz
exu	brm
CG1942	raw
blow	PebIII
sas	CG32486
hyx	Pi3K92E
Pop2	eg
RhoGAPp190	par-1
Es2	Sur
rdo	glu
mus304	PhKgamma
CG2681	sn
Galpha73B	sns
Hem	Idgf2
Hr46	Mer
dpp	Rack1
dpn	Taf4
mth	Sin3A
Sur	dei
mam	ap
chinmo	Mmp2
Rho1	beta4GalNAcTA
lilli	numb
inaC	Spred
Khc	Nf1
gro	tow
bl	CG4500
LanA	CG2678
vlc	meso18E
uzip	tow
Src64B	form3
Mitf	fd59A
tub	Crk
Taf4	dl
shot	CSN4
p53	Cp1
E(z)	CycA
Dok	ash1
Su(var)2-10	Abd-B
shrb	mus304
opa	noc
CG4945	Tak1
car	l(3)mbt
bnb	fru
CycE	alien
inv	fd59A
Borr	ine
Atx2	exu
sax	cin
Patj	esg
dco	brk
CG3987	Apc
tll	sqd
tum	alph
meso18E	tra
Sema-2a	p53
Abd-B	PebIII
vap	bigmax
LanB1	CG34379
fd59A	poe
MYPT-75D	dpld
zfh2	Pink1
Yp1	CycB
mbl	tum
CG2681	Sur
vlc	Taf4
spin	sprt
CG18369	Dif
betaTub56D	Stat92E
NetB	eIF-4a
Ef1gamma	CG17221
cbt	Dhc64C
sar1	mri
hkl	bl
FKBP59	btl
exu	SelG
Pkn	Chc
glu	Mer
tud	fs(1)M3
Cyt-c-d	Not1
Mitf	RhoGAP68F
Atg6	elav
Chc	dsx
wrapper	mfas
yellow-f	Atpalpha
ena	ssh
Arc42	Vps28
CG9509	eg
Pgant35A	Chc
Atg5	Lim1
chrw	elav
mbo	cactin
Sobp	Hr46
Chc	Src42A
RhoGAPp190	tow
tou	Es2
CG1244	Dat
Mer	Sur
18w	srp
Ark	Psn
Mlc1	betaTub56D
Ptpmeg	Atg5
Pen	bigmax
sll	meso18E
dl	fs(1)K10
Tl	Cip4
FKBP59	cp309
th	Ald
mbl	spin
fred	dpn
Dif	Rca1
bowl	form3
l(2)gl	toe
Atg5	N
alien	nej
cort	CycB
fs(2)ltoPP43	CycB
sn	shg
Tab2	Psn
Hr78	aft
fal	CG1942
drk	Cip4
Mer	bon
Rack1	Hem
eIF-4E	Lar
MYPT-75D	CG16719
Atg5	Idgf4
dome	ena
CycA	Sobp
dlg1	mask
RpL30	cnc
Nrx-IV	shn
ine	betaTub56D
shot	Mef2
Cks30A	CG3075
Tm1	tutl
inv	scyl
cort	kkv
qm	ksr
kis	stg
Cip4	shrb
dj	shg
Atg5	spir
opa	S6kII
robo	emb
lilli	BicD
esc	asf1
tub	Jra
Mlc1	Rab5
jar	Myo61F
CG6416	Axn
bon	Ef1gamma
Abd-B	dom
Hph	CG6416
Crk	MED24
spir	CG3075
CG12301	sle
da	Dl
flfl	Arc-p34
tok	ytr
mri	Vhl
Rca1	CycE
ird5	140up
glu	E(z)
CG8149	Alh
LIMK1	p53
prd	bowl
jagn	bowl
msk	rdo
Idgf1	Lar
bt	Jra
santa-maria	RpL30
Alk	SelD
Mitf	ry
Khc	bowl
drl	Aph-4
CycB	tud
p53	CG17739
BicD	LIMK1
Rab5	morgue
LanB2	run
Cka	Fmr1
enok	dlg1
Dap160	dpn
her	hkb
dpld	CG17739
poe	sle
Lar	Aph-4
140up	btl
Khc	bs
pot	pav
dally	CG1942
twi	Gtp-bp
tll	d4
Abl	CG1942
btl	emc
CkIIalpha	PebIII
fs(2)ltoPP43	car
cnk	cic
MED11	Idgf4
sqd	Myo61F
Alh	ssh
PebIII	CG16719
CG16719	ix
sav	hyd
CG9104	pelo
glec	capu
shg	CG17221
Pk92B	ttk
tld	asf1
foxo	Bap60
Caf1	thr
Mbs	oaf
CG16719	tll
Src64B	esc
stil	knrl
sar1	caps
Cip4	Tl
ine	kuz
Dys	Apc2
CG6416	ttk
e	how
asf1	ine
LanA	Set2
CdsA	tou
bon	MED24
Optix	caup
NAT1	Src42A
LanA	tld
cnk	CG2678
rib	trn
Hr46	Eip63F-1
up	grp
Hr78	sn
eg	Mitf
18w	CG17221
Tina-1	wrapper
Dif	beta4GalNAcTA
Mlc1	up
dl	sno
Dredd	sced
Wnt5	W
Abl	Sh
CG12896	Akt1
dj	l(1)G0289
ct	chrw
th	nej
Dap160	Dys
glec	Dhc64C
wls	ine
enok	Mitf
dom	neur
Oseg1	CG3829
mri	Ca-alpha1D
xmas-2	dsf
wls	sqd
Eip71CD	rdx
dei	CG4945
Nrt	Fas3
Eip71CD	Idgf4
Dif	CG18369
Dok	CG9104
Dat	lwr
Lim1	ALiX
ex	cta
Syb	e
rdo	CycA
ey	LIMK1
betaTub56D	Uba1
flw	fred
Dlic2	dco
Nrx-IV	jagn
PhKgamma	noc
elav	cic
t	dib
Sur	ssh
CG9445	morgue
kay	cic
sgg	prod
uzip	CdsA
Psn	Tab2
Dhc64C	Dhc64C
spn-A	Ef1gamma
ken	cin
rhea	caup
siz	CG32486
lilli	frc
SelG	bap
Khc	svr
CG2678	pn
Myo61F	pros
Idgf1	CG32082
Dscam	Cka
capu	Dys
p53	Optix
wee	Hmgs
trc	CG2681
pcm	PhKgamma
cin	tok
abd-A	disco
wal	sktl
lmd	Pk61C
CdsA	klar
blow	BicD
Su(var)2-10	esc
CG9104	bcd
th	qkr58E-3
sdt	LanA
stil	rg
mus304	ppan
Hr78	dlg1
Pvf1	th
Dhc64C	Tm1
dome	lwr
chif	Idgf2
Hr46	sls
cg	eg
CycA	sktl
ics	chic
chif	Mbs
ALiX	CG33205
ird5	Idgf1
Idgf5	pcm
Uba1	tamo
140up	Lim1
CG4500	sdt
bs	Myo31DF
pot	LanA
Dhc64C	Ddx1
tin	CtBP
CG6416	Lac
pcm	flw
noc	Nf1
N	Lim1
cathD	14-3-3zeta
btl	pnut
tamo	Rheb
Arc42	tup
shot	dsx
Hs2st	chinmo
tral	poe
gro	Chc
mmy	CG18369
Nf1	fred
eIF-4E	wrapper
MED11	oaf
esc	Stat92E
Idgf5	CG17739
ash2	ben
ALiX	Atg6
ftz-f1	bap
emc	noc
cher	Idgf2
Pka-C3	Cct1
sec23	rad50
CycB	Pop2
CG9509	snf
emb	wrapper
Mtl	dsx
Pkn	RhoGAPp190
stil	by
chinmo	aft
Scgdelta	mib1
Hs2st	chif
Src42A	Nrt
tra2	eIF-4a
Alk	Ef1gamma
cin	Tak1
alien	CycA
Dys	Hem
14-3-3zeta	aft
Dcp-1	hpo
scra	cnc
how	Pk61C
Sulf1	Vps28
ash1	boss
ine	cta
how	CSN4
drl	Optix
xl6	mfas
d	Sema-2a
glec	Dl
eIF-4a	phyl
Nrx-IV	Eip74EF
d4	wls
exu	stil
boss	scyl
elav	CG6416
Ald	trn
hpo	cbt
CG34379	Atg6
Taf4	sgl
fs(1)K10	pcm
LanB1	run
Borr	up
run	btl
Eip74EF	Nrx-IV
Nrt	NAT1
drm	dl
fred	poe
fs(2)ltoPP43	kuk
pav	Lis-1
sgg	cher
mbt	CG2678
cp309	CG32082
G-ialpha65A	sec13
Mbs	fd59A
CadN	scra
cbt	ix
Axn	vlc
how	ash2
LCBP1	rdx
Atpalpha	ecd
aft	kay
sls	Mer
bl	Sulf1
form3	sina
Dif	Psn
Cyp1	Tina-1
Lcp65Ag1	cta
Pvf1	bigmax
Taf4	CG1244
l(2)efl	dpld
dl	Borr
tok	xl6
lin	exu
ey	Wnt5
Sur	pdm2
LanA	Atg5
dl	BicD
sns	baz
puc	Atpalpha
alien	t
brat	ry
osa	Not1
dlg1	knrl
fog	eIF-4a
foxo	thr
yrt	ct
sno	MED4
Dhc64C	eff
shrb	shot
ex	emc
Alk	Sb
grp	sktl
qua	alpha-Spec
dock	trn
Sema-2a	CG17739
qkr58E-3	mask
Dhc64C	CG9445
Rab5	enok
Sb	CG1942
bnb	MED24
Msp-300	Ddx1
Gtp-bp	oaf
Sulf1	Mhc
dome	pot
lmd	E(z)
Rheb	eg
sll	CkIIalpha
fs(2)ltoPP43	Pcaf
Lcp65Ag1	jing
Gtp-bp	ap
fred	PhKgamma
sgl	dos
MED24	dnc
beta4GalNAcTA	hkl
qua	Hem
cic	Apc
Chi	acj6
jumu	Apc2
tra2	fd59A
srp	Nrt
how	amx
Orct	Caf1
up	E2f
SelD	spin
Myo61F	EcR
ex	S6kII
Hr78	btl
Sh	oaf
ap	trc
Scgdelta	l(2)efl
Rab5	th
noc	Nrt
rux	tow
xl6	ytr
Traf6	CG8149
mfas	dom
pelo	stg
spin	Optix
bt	Cka
Alk	CG9509
Abl	blow
sina	Pcaf
Pde8	Moe
Myo61F	bhr
chn	Cct1
ttk	PebIII
Idgf5	grp
CG9104	Dok
cic	Sur
Krn	Galpha73B
14-3-3zeta	Tina-1
mam	tral
brk	frc
Nf1	Cip4
Sulf1	Fmr1
fog	Glycogenin
Rho1	zfh2
peb	stil
vap	Idgf5
toe	l(2)efl
l(2)gl	ken
qua	Alh
ofs	wal
knrl	eIF-4E
Fas3	bowl
Cyt-c-d	LanB2
Sb	ey
Ank2	klar
Fas3	t
sktl	yrt
Atg5	sav
fs(2)ltoPP43	l(2)efl
mus304	crc
Rho1	140up
Dap160	Dl
Eip71CD	l(1)G0289
mfas	Vhl
stg	CG6416
Ggamma1	Sh
Sulf1	Cp1
Rack1	ben
knrl	dco
boss	Lim1
par-6	ena
tsh	chp
mib1	Apc2
E(z)	sec23
nej	ix
Hph	ey
alph	nej
Sh	ben
Mer	brat
Yp1	rdo
Lar	CG8216
Atg6	gl
nmo	CG16719
hpo	E(z)
Hem	toe
CG3075	Src42A
car	Sur
LanB2	Cyt-c-d
RpL30	ofs
exu	prd
RhoGAP68F	Pgant35A
inaC	Tm1
fal	Vhl
CG6372	caps
tok	sqd
CG9445	cos
Pink1	tutl
xl6	MYPT-75D
da	hpo
Sin3A	ftz-f1
Crk	Tina-1
B4	rad50
bs	how
dsf	CG1244
CG14995	spir
sls	Vhl
Wnt5	toy
nmo	blow
ry	ey
asf1	Sobp
wee	Sema-1b
emc	FKBP59
CkIIalpha	dib
BicD	Src64B
dpp	spir
Apc	caps
hyd	prd
pav	LanA
Mef2	par-1
car	beta4GalNAcTA
CG33205	Idgf5
Optix	rhea
SelG	ea
Tm1	CG16719
sar1	Oseg1
Pak	bun
Pkn	mbt
mmy	ash2
Mlc1	Psn
EcR	l(2)efl
ird5	poe
Jafrac2	Jafrac2
e	Src64B
lilli	Optix
crol	wal
CtBP	CycB
bcd	CSN4
NAT1	bt
Dat	hyx
fd59A	eff
meso18E	Jra
Dlic2	Tab2
lic	Dad
uzip	Apc
tutl	CG17739
Mitf	drl
Dap160	Idgf5
Snap	uzip
B4	tub
Wnt5	nej
chico	caps
Hs2st	tamo
btl	Mef2
wrapper	CG9520
dmt	tld
ex	sbb
Abd-B	cbt
lin	Alh
msi	beta4GalNAcTA
ash1	l(2)37Cc
Ark	yrt
dsx	dib
CG3987	scra
W	ninaE
CG16719	Rpd3
Cks30A	Pk92B
l(2)efl	CycB
chinmo	chif
CG34417	gkt
CG8216	mask
tub	Sobp
CG18369	G-salpha60A
Mer	betaTub56D
poe	fred
bigmax	Lcp65Ag1
pbl	eff
Apc	Ank2
l(3)mbt	Rpd3
lwr	bhr
Pen	Dys
flw	knrl
pbl	osa
hpo	da
dsx	gro
Dredd	p53
Pvr	CG16719
sw	lilli
par-6	Appl
chif	drk
lilli	RhoGAP68F
Khc	ey
da	jumu
CycE	spn-A
scyl	sls
neur	dpld
t	Arp66B
dpld	Ddx1
CG9104	sdt
numb	ct
rhea	sav
Cct1	Pkn
bon	da
Lis-1	mbl
CG16719	PebIII
ttk	CG6416
hep	hep
opa	btl
frc	Cks30A
14-3-3zeta	Lim1
Apc2	mbt
Arc42	rdx
cbt	Es2
Abd-B	CycB
caps	sle
sty	G-oalpha47A
emc	CG33205
Hr78	Mhc
Prm	up
yrt	Nrt
Ef1gamma	Caf1
Idgf4	E(z)
tup	Appl
ird5	cher
Arc-p34	dmt
Rbp9	yrt
CycA	ine
Prm	v
Nrt	srp
chp	ird5
Ephrin	gro
tok	sec23
Dad	dmt
Dcp-1	alien
trn	mib1
Patj	Nrt
svr	G-ialpha65A
beta4GalNAcTA	RhoGAP68F
Lis-1	pot
CycE	asf1
Sobp	sar1
ct	Optix
scyl	CG9445
ken	poe
bs	Optix
rux	MED24
Dcp-1	Pvr
ea	Crk
sax	capu
mus304	ssh
rdx	dib
l(3)mbt	Su(var)2-10
G-oalpha47A	CSN4
baz	lmd
CSN4	CG14995
Su(var)2-10	tum
sll	sec13
cnc	tral
Pvr	tll
dj	RhoGAPp190
Rpd3	l(2)efl
Dscam	Ddx1
scra	ALiX
stumps	ben
sll	dmt
cnc	ofs
hkl	CG6416
Hr46	scrib
Es2	CG2678
Eip63F-1	Iswi
Sur	esg
rdo	cort
Pvf1	dlg1
hyd	ash1
CG13850	klar
Hem	eg
raw	Pvr
Hem	btl
MED4	Gtp-bp
CG8247	CG13850
NetB	toy
pdm2	ben
MYPT-75D	l(3)mbt
l(1)G0289	NAT1
emp	cin
Ddx1	Crk
cher	kay
Apc	fd59A
ry	Sur
Mtl	Hs2st
CkIIalpha	CycB
Optix	p53
cta	Lcp65Ag1
Hr78	capu
eve	nej
Optix	tow
dl	spin
Chi	tamo
gro	Rab7
l(2)gl	sgl
Mer	Prm
sqd	lic
rdx	Dl
Appl	cathD
SelG	Lim1
Ark	Syx1A
lva	betaTub56D
Idgf4	ash2
Sobp	Arc-p34
Uba1	CadN
prd	sdt
Syb	Mmp1
14-3-3zeta	chinmo
baz	how
fs(1)K10	Sobp
noc	CG12896
odd	emb
snf	RhoL
ninaE	Sema-2a
Ptpmeg	dj
Ef1gamma	alien
dup	srp
Gtp-bp	trio
wls	ssh
p53	chrw
aft	CG32486
l(2)efl	tin
srp	Patj
pyd	robo
sbb	dup
numb	pcm
Mef2	lilli
lin	Traf6
brat	yrt
Borr	cin
thr	dmt
Abl	Lac
CG34379	snf
alpha-Spec	RhoGAP68F
eff	osa
Syb	Chi
rdo	tutl
betaTub56D	up
v	dl
Ank2	Hmgs
tok	Rpd3
ird5	Lim1
da	thr
lva	fd59A
cathD	MED24
Cip4	sec13
G-ialpha65A	wal
CG14995	Nrt
bs	dome
Sema-2a	fl(2)d
Pde8	mbl
eff	tum
ImpE3	drk
dsf	E(bx)
odd	drl
pnut	sktl
CG3075	Chc
ine	E(z)
Dscam	E2f
CtBP	l(2)efl
CG10641	capu
stg	bcd
Iswi	Pcaf
dsd	Su(z)12
Sobp	sdt
dpp	pnt
CG4945	Akt1
CG34417	Tm1
spn-A	bon
CkIIalpha	msk
her	E(bx)
CG33205	Ice
alph	eff
flfl	hyx
Lcp65Ag1	Idgf2
numb	chif
cta	tra
emc	dco
dpn	eya
Optix	vlc
Idgf5	sktl
Antp	t
cher	Lcp65Ag1
svr	LanB1
CycA	bcd
trio	her
CtBP	mfas
bun	PhKgamma
oaf	Cks30A
RhoL	Dcp-1
Rab7	fal
alpha-Spec	Atg6
Rack1	G-oalpha47A
CkIIalpha	tud
rad50	sktl
Oseg1	sll
qkr58E-3	mfas
CG18369	cos
Akt1	frc
gl	how
Sxl	Cp1
kuz	Alh
CycA	Arc-p34
phyl	wupA
Abi	Nrt
sll	jing
tkv	Optix
betaTub56D	morgue
cos	emp
bnl	Mkp3
rdo	thr
rib	jar
par-1	Mef2
ine	CycA
caps	sar1
MED11	Pcaf
Abd-B	kuk
lmd	by
Mmp2	CadN
Aph-4	NAT1
amx	Arc-p34
lmd	Mbs
Spred	tutl
CG6416	scrib
nmo	ix
ine	B4
CG33205	Psn
CG13850	ast
ine	par-6
drk	lilli
esg	Dlic2
Abd-B	lilli
chic	scra
CG13850	Sh
Bap60	trio
cact	dib
sar1	tral
Rpd3	tin
Ald	ct
beta4GalNAcTA	Hem
dome	140up
sll	acj6
esc	dmt
Set2	raw
bt	vlc
sec13	Arp66B
mmy	CG34417
Rpd3	xl6
pbl	Hmgs
hyd	trio
rux	CG1942
scra	wal
ninaE	Atpalpha
Orct	14-3-3zeta
vap	CG2681
chinmo	tamo
18w	msk
pio	Tina-1
by	Dcp-1
Jafrac2	tsh
Pvf1	Atg5
fd59A	Sb
PhKgamma	bib
Ptpmeg	Cka
inv	Dif
tin	neur
G-oalpha47A	G-ialpha65A
ey	l(2)efl
Dredd	Uba1
numb	flfl
Rack1	dlg1
Eip63F-1	Caf1
Alk	PhKgamma
Eip63E	G-ialpha65A
shrb	boss
Not1	tum
Tina-1	14-3-3zeta
xl6	tin
ry	sll
shn	par-1
phyl	Eip74EF
Dap160	Lcp65Ag1
lilli	G-oalpha47A
CycA	CG9104
Rab5	eve
Sulf1	Su(z)12
ine	CG3987
Ddx1	Jra
CG16719	cbt
Ank2	Snap
ben	Sh
twf	twf
B4	scrib
sls	brat
alpha-Spec	mam
cathD	sar1
wupA	Apc
ics	par-6
ine	Hr78
Nrx-IV	Axn
Atg5	Ca-alpha1D
gl	tud
tkv	pnt
drk	cnc
Mef2	bowl
Trl	run
Aph-4	Alh
drk	PhKgamma
Lcp65Ag1	meso18E
Sur	MED11
14-3-3zeta	chico
tutl	msk
fred	dco
fal	mbl
Snap	Mmp2
Arp66B	t
tral	cathD
cta	prod
raw	tsh
cort	Alk
pnr	qm
mbt	spen
Su(H)	pbl
tutl	LanA
Nrx-IV	E2f
disco	Mmp2
Optix	eg
Jra	tll
exu	scra
CG33205	Rab7
bs	Fas3
dpld	Rpd3
twf	toy
Arp66B	ex
Apc2	sls
rad50	rg
Borr	hpo
pros	sax
beta4GalNAcTA	sec13
LCBP1	mmy
chic	Oseg1
eg	alpha-Spec
ry	Es2
Atg6	G-salpha60A
l(2)37Cc	CdsA
Trl	Eip63F-1
Snap	aft
lola	tou
pcm	Dp
CG18369	Dat
N	Appl
LanB1	G-salpha60A
Aph-4	Trl
e	beta4GalNAcTA
Idgf1	blow
capu	ksr
Akt1	CG12896
Pde8	Scgdelta
shn	tral
Pen	Msp-300
Mlc1	pdm2
chic	CG3829
cactin	Cyt-c-d
Glycogenin	Su(z)12
cic	Scgdelta
hkb	CG9509
Eip63F-1	Idgf4
ytr	sdt
Dp	mbl
shrb	Cip4
puc	sn
mbo	Tm1
bs	Patj
eff	Dhc64C
Dap160	v
tok	dsf
Tm1	hep
Oseg1	shn
inaC	inaC
dom	MED11
osa	flfl
toy	Tak1
Dcp-1	Atg5
ALiX	Atg5
Antp	cbt
Dap160	CG6372
Ggamma1	W
Dys	capu
dah	dos
msi	siz
phyl	bnl
fru	Eip71CD
CSN4	stumps
msi	Tak1
sas	E2f2
tub	crc
sty	crc
Atg6	Antp
bt	loco
Hs2st	par-6
Pkn	frc
cbt	cactin
Rack1	Src42A
CG18369	LCBP1
Ddx1	Ptpmeg
Ptpmeg	bt
l(2)efl	CtBP
mib1	trn
bt	NAT1
elav	Mmp2
Atpalpha	spen
CycA	pelo
Su(var)2-10	Src64B
CycA	pav
asf1	CycE
siz	baz
lva	hyd
dj	msn
Sry-delta	mmy
Cip4	Apc
d4	cbt
Pen	l(2)37Cc
eff	l(2)gl
MED4	cin
Borr	Rca1
MED4	bib
Ef1gamma	E(z)
tow	phyl
svr	mask
foxo	qua
CG34417	sbb
ine	elav
CG13850	bun
CG3987	ftz-f1
fred	Cp1
Dap160	PebIII
Sulf1	yrt
cg	E2f
toe	Cp1
CG12896	Nrt
tok	xmas-2
Idgf4	shrb
ey	Sb
Abd-B	ex
svr	Atx2
wg	Hr78
Eip74EF	elav
Not1	Ald
l(3)mbt	CkIIalpha
Cyt-c-d	srp
mbo	Hr46
nmo	emp
dl	fal
tld	sina
Dhc64C	Dcp-1
Pk61C	CG18369
sktl	FKBP59
Myo31DF	CG6416
E2f2	nmo
ct	v
RhoGAPp190	inv
Hr46	Lac
sbb	mri
dpn	sll
tld	tin
hyd	ap
Trl	dlg1
l(3)mbt	cort
Tl	rad50
Ggamma1	cher
frc	ex
brat	CG9509
Alk	l(1)G0289
trc	grp
bs	Galpha73B
Caf1	esc
Aph-4	E2f
noc	sax
Mitf	mask
stil	shrb
btl	opa
opa	CG8216
Idgf1	Myo31DF
up	asf1
bl	RhoGAP68F
cher	aft
Eip71CD	Dl
CG9520	tral
ex	bowl
Antp	cp309
Cyt-c-d	Hem
Abi	Akt1
