Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
actin filament organization (GO:0007015)	Jan-78	0.12107446	0.130547278	0.253022235	0.274159227	-0.811543792	1.71345262	Dl
cilium organization (GO:0044782)	Jan-77	0.119616213	0.129291053	0.25024501	0.271817855	-0.792258484	1.68233466	cos
chaeta development (GO:0022416)	Jan-85	0.131216811	0.14079468	0.272186573	0.292766533	-0.797068512	1.61876985	Dl
negative regulation of programmed cell death (GO:0043069)	Jan-89	0.136961388	0.146601874	0.282923558	0.303574912	-0.798633261	1.587727831	dmt
regulation of cellular macromolecule biosynthetic process (GO:2000112)	2/266	0.071067437	0.086338125	0.257778683	0.27862843	-0.598491886	1.582487982	CycE;osa
nucleosome organization (GO:0034728)	Jan-90	0.138391767	0.147774259	0.285583813	0.305685587	-0.795885682	1.573996631	asf1
negative regulation of cellular process (GO:0048523)	Jan-91	0.139819847	0.148938532	0.288234539	0.307775863	-0.790106225	1.554455377	hpo
cellular response to DNA damage stimulus (GO:0006974)	Jan-93	0.142669124	0.15124299	0.293507531	0.311895954	-0.762073218	1.483929659	spn-A
epithelium development (GO:0060429)	Jan-85	0.131216811	0.14079468	0.272186573	0.292766533	-0.701903326	1.425498467	thr
"regulation of mRNA splicing, via spliceosome (GO:0048024)"	Jan-93	0.142669124	0.15124299	0.293507531	0.311895954	-0.697104229	1.357420279	asf1
regulation of signal transduction (GO:0009966)	1/102	0.155378015	0.164320635	0.316772871	0.335809702	-0.692106778	1.288629681	hpo
protein dephosphorylation (GO:0006470)	1/108	0.163748914	0.172759022	0.331870251	0.350970697	-0.682497043	1.234924506	alph
DNA metabolic process (GO:0006259)	1/128	0.191074917	0.198268326	0.379903819	0.396069939	-0.679409297	1.124483325	spn-A
DNA repair (GO:0006281)	1/113	0.170663159	0.178770673	0.344204877	0.36141512	-0.626934147	1.108459379	spn-A
phosphate-containing compound metabolic process (GO:0006796)	1/112	0.16928476	0.177748998	0.341755674	0.359699886	-0.616262185	1.094588261	alph
courtship behavior (GO:0007619)	1/109	0.16513622	0.173806857	0.33435496	0.352752482	-0.605498368	1.090493217	Btk29A
regulation of Notch signaling pathway (GO:0008593)	1/117	0.176154611	0.183217413	0.353913992	0.369848509	-0.622039152	1.080104553	asf1
protein modification by small protein conjugation (GO:0032446)	1/115	0.173413307	0.181221015	0.349076913	0.365660139	-0.615234201	1.077937986	bon
dephosphorylation (GO:0016311)	1/143	0.210999157	0.217917162	0.413722916	0.428290624	-0.671500368	1.044788187	alph
dendrite morphogenesis (GO:0048813)	1/141	0.208370351	0.215707335	0.40931883	0.42472848	-0.622918806	0.977009681	tum
cellular protein localization (GO:0034613)	1/164	0.238095508	0.243619766	0.458092699	0.46981135	-0.638242545	0.915931275	tum
cell morphogenesis involved in neuron differentiation (GO:0048667)	1/160	0.23300485	0.2400821	0.449899251	0.464650046	-0.60397798	0.879812313	tum
"regulation of transcription, DNA-templated (GO:0006355)"	3/623	0.082412564	0.095141206	0.406164697	0.422449602	-0.351091024	0.876329299	Su(H);E(z);osa
gene expression (GO:0010467)	1/164	0.238095508	0.243619766	0.458092699	0.46981135	-0.601289461	0.862900518	mbo
neuron projection morphogenesis (GO:0048812)	1/180	0.258132477	0.261692925	0.489703854	0.497602303	-0.582883827	0.789389278	tum
intracellular protein transport (GO:0006886)	1/173	0.249429985	0.254038391	0.476099415	0.486018153	-0.542775895	0.753686137	mbo
chitin-based cuticle development (GO:0040003)	1/178	0.255656085	0.259779571	0.485852075	0.494828556	-0.521665022	0.71151048	pot
protein ubiquitination (GO:0016567)	1/168	0.243153396	0.248219092	0.466168258	0.476984227	-0.447599373	0.632933612	bon
regulation of gene expression (GO:0010468)	2/458	0.174269355	0.181685072	0.50954516	0.516573369	-0.357769459	0.62507804	tok;osa
organelle assembly (GO:0070925)	1/161	0.234280598	0.240833902	0.451958756	0.465686475	-0.428837606	0.622344462	pbl
regulation of nucleic acid-templated transcription (GO:1903506)	1/246	0.335517055	0.337045607	0.602283993	0.605027883	-0.428689323	0.468164102	osa
mRNA processing (GO:0006397)	1/213	0.297857822	0.299897944	0.549376352	0.553139204	-0.384337433	0.46548606	cactin
"mRNA splicing, via spliceosome (GO:0000398)"	1/211	0.295510117	0.298215015	0.545960318	0.550957666	-0.348823905	0.425234551	cactin
"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile (GO:0000377)"	1/198	0.280063438	0.283275175	0.523138868	0.529138167	-0.291678874	0.371231118	cactin
positive regulation of transcription from RNA polymerase II promoter (GO:0045944)	1/305	0.398022992	0.398022992	0.682304638	0.682304638	-0.385883389	0.355493339	Su(H)
proteolysis (GO:0006508)	1/305	0.398022992	0.398022992	0.682304638	0.682304638	-0.353698293	0.325842963	tok
